Rank,Sourceid,Title,Type,H index
17636,21100792729,"Proceedings - 2016 International Conference on Autonomous Robot Systems and Competitions, ICARSC 2016",conference and proceedings,-
17637,14500154705,Revista Argentina de Clinica Psicologica,journal,Q3
17638,19900193854,Revista Brasileirade Ciencias Agrarias,journal,Q3
17639,17700156007,Revue de l'OFCE,journal,Q3
17640,15300154851,RoFo Fortschritte auf dem Gebiet der Rontgenstrahlen und der Bildgebenden Verfahren,journal,Q3
17641,15900154750,South African Journal of Economic and Management Sciences,journal,Q3
17642,21100456198,Southern African Journal of Epidemiology and Infection,journal,Q3
17643,21100255398,Springer Proceedings in Mathematics and Statistics,conference and proceedings,-
17644,21100925824,String Research Journal,journal,Q1
17645,21100867681,The journal of hand surgery Asian-Pacific volume,journal,Q3
17646,21986,Turkish Journal of Chemistry,journal,Q3
17647,22933,Turkish Journal of Electrical Engineering and Computer Sciences,journal,Q3
17648,87774,Well Testing,journal,Q3
17649,21100456857,"2015 11th International Computer Engineering Conference: Today Information Society What's Next?, ICENCO 2015",conference and proceedings,-
17650,21100792543,"2016 IEEE International Conference on Real-Time Computing and Robotics, RCAR 2016",conference and proceedings,-
17651,21100812620,"2017 International Conference on Networked Systems, NetSys 2017",conference and proceedings,-
17652,20400,Acta Chirurgica Belgica,journal,Q3
17653,17062,Acta Veterinaria Brno,journal,Q3
17654,19808,Adansonia,journal,Q3
17655,21100220374,Arqueologia Iberoamericana,journal,Q2
17656,21100407655,Banks and Bank Systems,journal,Q3
17657,28587,Biomedical Instrumentation and Technology,journal,Q3
17658,21100901775,BMJ Simulation and Technology Enhanced Learning,journal,Q3
17659,21502,Bulletin of the European Association of Fish Pathologists,journal,Q3
17660,27186,Canadian Journal of Nursing Research,journal,Q3
17661,21100856757,Chemical Biology Letters,journal,Q3
17662,23387,Chemie in Unserer Zeit,journal,Q3
17663,4700152609,Current Computer-Aided Drug Design,journal,Q3
17664,19700169501,Defect and Diffusion Forum,journal,Q3
17665,21100201733,Diametros,journal,Q2
17666,15584,Evolution Psychiatrique,journal,Q2
17667,21992,Herpetological Review,journal,Q4
17668,29725,Hongwai Yu Haomibo Xuebao/Journal of Infrared and Millimeter Waves,journal,Q4
17669,21100775013,"IEEE International Workshop on Factory Communication Systems - Proceedings, WFCS",conference and proceedings,-
17670,21100225018,Ilha do Desterro,journal,Q1
17671,19700181331,International Journal of Children's Spirituality,journal,Q1
17672,21100266730,International Journal of Information Systems in the Service Sector,journal,Q3
17673,19130,International Journal on Algae,journal,Q3
17674,21100809798,Iraqi Journal of Agricultural Sciences,journal,Q3
17675,5700160560,Islamic Law and Society,journal,Q3
17676,11700154393,Journal of Fixed Income,journal,Q3
17677,21100201073,"Journal of Institute of Control, Robotics and Systems",journal,Q3
17678,23958,Journal of Multiple-Valued Logic and Soft Computing,journal,Q4
17679,145058,Journal of Peacebuilding and Development,journal,Q3
17680,19600157303,Light and Engineering,journal,Q3
17681,21100861875,Microbiology Australia,journal,Q3
17682,5600155209,Modern Italy,journal,Q1
17683,21064,Oriental Insects,journal,Q4
17684,21100775040,PAMCO 2016 - Proceedings of the 2nd MobiHoc International Workshop on Privacy-Aware Mobile Computing,conference and proceedings,-
17685,19600157208,Pesquisas em Geociencias,journal,Q3
17686,19700169101,Pharmeuropa bio &amp; scientific notes,journal,Q3
17687,75153,Physis,journal,Q3
17688,21100878050,Portuguese Journal of Public Health,journal,Q3
17689,21100790769,"Proceedings - 2016 IEEE International Power Electronics and Motion Control Conference, PEMC 2016",conference and proceedings,-
17690,21100465130,"Proceedings - 2nd International Workshop on BIG Data Software Engineering, BIGDSE 2016",conference and proceedings,-
17691,21100198212,Psicologia Clinica dello Sviluppo,journal,Q3
17692,19700200805,Psychological Perspectives,journal,Q3
17693,4100151502,Psychologie du Travail et des Organisations,journal,Q4
17694,21100828755,Queensland Archaeological Research,journal,Q2
17695,12400154718,Shuidonglixue Yanjiu yu Jinzhan/Chinese Journal of Hydrodynamics Ser. A,journal,Q3
17696,24982,Singapore Economic Review,journal,Q3
17697,5800155978,Slavisticna Revija,journal,Q1
17698,21100206248,Territorio,journal,Q1
17699,21100400853,Translational and Clinical Pharmacology,journal,Q3
17700,21100810428,Zhidkie Kristally i Ikh Prakticheskoe Ispol'zovanie,journal,Q3
17701,21100467822,"2016 International Conference on Information Technology for Organizations Development, IT4OD 2016",conference and proceedings,-
17702,21100820883,"2017 IEEE Conference on Cognitive and Computational Aspects of Situation Management, CogSIMA 2017",conference and proceedings,-
17703,21100776043,"52nd AIAA/SAE/ASEE Joint Propulsion Conference, 2016",conference and proceedings,-
17704,19700186738,Ad-Hoc and Sensor Wireless Networks,journal,Q3
17705,21100818501,Advances in Animal and Veterinary Sciences,journal,Q3
17706,21100394092,"Bioinspired, Biomimetic and Nanobiomaterials",journal,Q2
17707,16423,Chemie-Ingenieur-Technik,journal,Q3
17708,21100901052,East Asian Pragmatics,journal,Q2
17709,21100780440,EEEIC 2016 - International Conference on Environment and Electrical Engineering,conference and proceedings,-
17710,21100811214,"ENBENG 2017 - 5th Portuguese Meeting on Bioengineering, Proceedings",conference and proceedings,-
17711,23426,Equilibrium Research,journal,Q3
17712,11200153556,Espacios,journal,Q3
17713,5800207832,Estudios de Cultura Maya,journal,Q2
17714,14746,IDS Bulletin,journal,Q3
17715,21100269622,"IEEE International Conference on High Performance Switching and Routing, HPSR",conference and proceedings,-
17716,21100889708,IEEE Journal of Radio Frequency Identification,journal,Q3
17717,76112,IEEE Workshop on Statistical Signal Processing Proceedings,conference and proceedings,-
17718,17600155044,International Journal of Digital Multimedia Broadcasting,journal,Q2
17719,12100154806,International Journal of e-Business Research,journal,Q3
17720,21100202715,"International Journal of Systems, Control and Communications",journal,Q3
17721,13509,Israeli Journal of Aquaculture - Bamidgeh,journal,Q3
17722,145365,Jilin Daxue Xuebao (Gongxueban)/Journal of Jilin University (Engineering and Technology Edition),journal,Q2
17723,21100818914,Journal of Landscape Ecology(Czech Republic),journal,Q3
17724,21100818942,Journal of Psychologists and Counsellors in Schools,journal,Q3
17725,19500157819,Journal of registry management,journal,Q3
17726,21100831407,Journal of The Institution of Engineers (India): Series E,journal,Q3
17727,17700155805,KSII Transactions on Internet and Information Systems,journal,Q3
17728,79866,Livestock Research for Rural Development,journal,Q4
17729,21100776461,Nelineinaya Dinamika,journal,Q3
17730,5600152869,Novos Estudos CEBRAP,journal,Q3
17731,20533,Phlebolymphology,journal,Q3
17732,23442,Politics and the Life Sciences,journal,Q3
17733,21100264820,Prisma Social,journal,Q3
17734,21100456708,"Proceedings - NGMAST 2015: The 9th International Conference on Next Generation Mobile Applications, Services and Technologies",conference and proceedings,-
17735,40067,Proceedings of SPIE - The International Society for Optical Engineering,conference and proceedings,-
17736,17700155712,Revue Francaise de Gestion,journal,Q3
17737,19913,Ruan Jian Xue Bao/Journal of Software,journal,Q4
17738,4900152708,Studies in Computational Intelligence,book series,Q4
17739,21100457358,"2015 18th International Conference on Electrical Machines and Systems, ICEMS 2015",conference and proceedings,-
17740,21100780804,"2016 22nd National Conference on Communication, NCC 2016",conference and proceedings,-
17741,21100790319,"2016 International Conference on Advances in Computing, Communications and Informatics, ICACCI 2016",conference and proceedings,-
17742,5100155097,ACTA Paulista de Enfermagem,journal,Q2
17743,26936,Acta Physica Polonica A,journal,Q3
17744,19900192029,Advances in Mathematical Physics,journal,Q3
17745,21100217222,Akustika,journal,Q3
17746,19700188152,"Annals of ""Dunarea de Jos"" University of Galati, Fascicle XII, Welding Equipment and Technology",journal,Q3
17747,21100336101,Archaeologia Historica,journal,Q1
17748,95387,Avocetta,journal,Q4
17749,24725,Bulletin of the Korean Chemical Society,journal,Q3
17750,13868,Cahiers de Biologie Marine,journal,Q4
17751,13898,Cell Communication and Adhesion,journal,Q3
17752,19900191484,China Perspectives,journal,Q2
17753,21100349320,Chinese Language and Discourse,journal,Q1
17754,21100779068,Comprehensive Child and Adolescent Nursing,journal,Q3
17755,14214,Critical Horizons,journal,Q2
17756,21100823280,Critical Research on Religion,journal,Q1
17757,4000148818,DISP,journal,Q3
17758,20000195054,Distributed Generation and Alternative Energy Journal,journal,Q3
17759,5300152518,Ethnobotany Research and Applications,journal,Q3
17760,4700152222,Family Medicine and Primary Care Review,journal,Q3
17761,21100205707,German Journal of Agricultural Economics,journal,Q3
17762,21100902532,Global Social Welfare,journal,Q3
17763,19700170050,Halduskultuur,journal,Q4
17764,21100801723,"ICOSST 2016 - 2016 International Conference on Open Source Systems and Technologies, Proceedings",conference and proceedings,-
17765,29780,IEEE Engineering Management Review,journal,Q3
17766,29867,Indian Journal of Hematology and Blood Transfusion,journal,Q4
17767,21100457057,"International Conference on Wireless Networks and Mobile Communications, WINCOM 2015",conference and proceedings,-
17768,21100824048,International Journal of Climate Change: Impacts and Responses,journal,Q3
17769,21100468669,International Journal of Human Factors and Ergonomics,journal,Q4
17770,24128,Iranian Journal of Chemistry and Chemical Engineering,journal,Q3
17771,21100466857,JBJS Case Connector,journal,Q3
17772,101377,Journal of Imaging Science and Technology,journal,Q3
17773,26622,Journal of Optoelectronics and Advanced Materials,journal,Q3
17774,16800154741,Journal of Religion in Europe,journal,Q1
17775,28637,Journal of the Korean Physical Society,journal,Q3
17776,21100248895,Lecture Notes in Energy,book series,Q3
17777,21100429261,Materials Performance and Characterization,journal,Q3
17778,26047,Midwest Symposium on Circuits and Systems,conference and proceedings,-
17779,39895,Miscellanea Geographica,journal,Q3
17780,145296,"Proceedings - Asia-Pacific Software Engineering Conference, APSEC",conference and proceedings,-
17781,21100788475,"Proceedings of the 5th ACM SIGSPATIAL International Workshop on Analytics for Big Geospatial Data, BigSpatial 2016",conference and proceedings,-
17782,21100792757,"Proceedings of the 6th International Conference for E-Democracy and Open Government, CeDEM 2016",conference and proceedings,-
17783,12000154535,Proceedings of the Jangjeon Mathematical Society,journal,Q4
17784,21100792080,Proceedings - VRCAI 2016: 15th ACM SIGGRAPH Conference on Virtual-Reality Continuum and Its Applications in Industry,conference and proceedings,-
17785,21100788418,"Q2SWinet 2016 - Proceedings of the 12th ACM Symposium on QoS and Security for Wireless and Mobile Networks, co-located with MSWiM 2016",conference and proceedings,-
17786,16843,Rassegna Italiana di Sociologia,journal,Q3
17787,19700177314,Revista de Cercetare si Interventie Sociala,journal,Q3
17788,86017,Sumarski List,journal,Q3
17789,21100199716,Tatra Mountains Mathematical Publications,journal,Q4
17790,21100256101,Telkomnika,journal,Q3
17791,75573,Tianjin Daxue Xuebao (Ziran Kexue yu Gongcheng Jishu Ban)/Journal of Tianjin University Science and Technology,journal,Q2
17792,21100451564,Translational Research in Anatomy,journal,Q3
17793,19700200913,Translation and Interpreting,journal,Q1
17794,21100468652,"1st Conference on Swarm Intelligence and Evolutionary Computation, CSIEC 2016 - Proceedings",conference and proceedings,-
17795,21100785498,"2016 IEEE International Conference on Intelligent Rail Transportation, ICIRT 2016",conference and proceedings,-
17796,21100805774,Acta Politologica,journal,Q3
17797,21100200605,Acta Polytechnica,journal,Q2
17798,21100246537,Botanica Serbica,journal,Q3
17799,20059,Caldasia,journal,Q3
17800,5800207569,Casopis pro Moderni Filologii,journal,Q2
17801,19700187616,Christian Higher Education,journal,Q1
17802,21100228010,Collectanea Botanica,journal,Q3
17803,20000195065,Conservation and Management of Archaeological Sites,journal,Q2
17804,19600157013,Current Bladder Dysfunction Reports,journal,Q4
17805,29680,English Language Notes,journal,Q1
17806,4400151727,Estudos Avancados,journal,Q2
17807,21100809811,Eurasian Journal of Mathematical and Computer Applications,journal,Q3
17808,19700201637,Foundations and Trends in Econometrics,journal,Q3
17809,27142,Indian Economic and Social History Review,journal,Q1
17810,17537,Indian Journal of Biochemistry and Biophysics,journal,Q3
17811,29812,Indian Journal of Engineering and Materials Sciences,journal,Q2
17812,21000195603,"International Conference on Next Generation Mobile Applications, Services, and Technologies",conference and proceedings,-
17813,11600153305,International Journal of Electric and Hybrid Vehicles,journal,Q3
17814,21100451190,International Journal of Microsimulation,journal,Q4
17815,25423,Journal of Environmental Horticulture,journal,Q3
17816,21100396277,Journal of International and Global Studies,journal,Q2
17817,16227,Journal of law and medicine,journal,Q3
17818,21100210917,Journal of Nano- and Electronic Physics,journal,Q3
17819,5800207425,Journal of Poetry Therapy,journal,Q3
17820,19700187710,Journal of Postcolonial Writing,journal,Q1
17821,19700200930,Lahivordlusi/Lahivertailuja,journal,Q2
17822,21100923448,Molecular and Clinical Oncology,journal,Q4
