Authors,Author(s) ID,Title,Faculty,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Document Type,Publication Stage,Access Type,Source,EID
"Sudarja, Sukamta, Deendarlianto, Indarto",57190940656;57193948106;57219250526;36466676100;,The effect of liquid viscosity on the gas-liquid two-phase flow pattern in 45° inclined capillary pipe,Teknik,2020,Journal of Advanced Research in Fluid Mechanics and Thermal Sciences,75,1,4857,,,,,10.37934/ARFMTS.75.1.4857,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091951802&doi=10.37934%2fARFMTS.75.1.4857&partnerID=40&md5=72a309cf5660cab48f37dbf9c52cbd6f,"Department of Mechanical Engineering, Faculty of Engineering, Universitas Muhammadiyah Yogyakarta, Jl. Brawijaya, Tamantirto, Kasihan, Bantul, Yogyakarta, 55183, Indonesia; Department of Mechanical and Industrial Engineering, Gadjah Mada University, Yogyakarta, 55281, Indonesia","Sudarja, Department of Mechanical Engineering, Faculty of Engineering, Universitas Muhammadiyah Yogyakarta, Jl. Brawijaya, Tamantirto, Kasihan, Bantul, Yogyakarta, 55183, Indonesia; Sukamta, Department of Mechanical Engineering, Faculty of Engineering, Universitas Muhammadiyah Yogyakarta, Jl. Brawijaya, Tamantirto, Kasihan, Bantul, Yogyakarta, 55183, Indonesia; Deendarlianto, Department of Mechanical and Industrial Engineering, Gadjah Mada University, Yogyakarta, 55281, Indonesia; Indarto, Department of Mechanical and Industrial Engineering, Gadjah Mada University, Yogyakarta, 55281, Indonesia",Article,Final,Open Access,Scopus,2-s2.0-85091951802
"Sabariah M.K., Santosa P.I., Ferdiana R.",56502148700;9636895500;49663102500;,A Proposed user requirements document for children's learning application,Teknik,2020,International Journal of Advanced Computer Science and Applications,11,9,,317,324,,,10.14569/IJACSA.2020.0110937,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091916695&doi=10.14569%2fIJACSA.2020.0110937&partnerID=40&md5=25a1389372afd576b507619abe02382b,"Department of Electrical and Information Engineering, Universitas Gadjah Mada, Yogyakarta, Indonesia; School of Computing, Telkom University, Bandung, Indonesia; Department of Electrical and Information Engineering, Universitas Gadjah Mada, Yogyakarta, Indonesia","Sabariah, M.K., Department of Electrical and Information Engineering, Universitas Gadjah Mada, Yogyakarta, Indonesia; Santosa, P.I., School of Computing, Telkom University, Bandung, Indonesia; Ferdiana, R., Department of Electrical and Information Engineering, Universitas Gadjah Mada, Yogyakarta, Indonesia",Article,Final,Open Access,Scopus,2-s2.0-85091916695
"Parahita G.D., Monggilo Z.M.Z., Wendratama E.",57210184667;57219237549;57190587418;,"The future journalists of timor-leste: Job expectations, knowledge and skills in multimedia journalism",Ilmu Sosial dan Politik,2020,Pacific Journalism Review,26,1,,264,278,,,10.24135/pjr.v26i1.1081,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091881174&doi=10.24135%2fpjr.v26i1.1081&partnerID=40&md5=436b4929da8bff0314fbc7f06b1947b9,"Department of Communication Science, Faculty of Social and Political Sciences, Universitas Gadjah Mada, Yogyakarta, Indonesia; PR2Media, Indonesia","Parahita, G.D., Department of Communication Science, Faculty of Social and Political Sciences, Universitas Gadjah Mada, Yogyakarta, Indonesia; Monggilo, Z.M.Z., Department of Communication Science, Faculty of Social and Political Sciences, Universitas Gadjah Mada, Yogyakarta, Indonesia; Wendratama, E., PR2Media, Indonesia",Article,Final,Open Access,Scopus,2-s2.0-85091881174
"Faradiba F., Zet L.",57219246468;57219245880;,"The impact of climate factors, disaster, and social community in rural development",Ekonomika dan Bisnis,2020,"Journal of Asian Finance, Economics and Business",7,9,,707,717,,,10.13106/JAFEB.2020.VOL7.NO9.707,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091856486&doi=10.13106%2fJAFEB.2020.VOL7.NO9.707&partnerID=40&md5=4fc9e1b54600de795ad20bbec5dd0cdb,"Physics Education Study Programme, Faculty of Teacher Training and Education, Indonesian Christian University, Jl. Mayjen Sutoyo No 2., Jakarta, 13630, Indonesia; Postgraduate Program in Development Economics, Faculty of Economics and Business, Gadjah Mada University, Indonesia","Faradiba, F., Physics Education Study Programme, Faculty of Teacher Training and Education, Indonesian Christian University, Jl. Mayjen Sutoyo No 2., Jakarta, 13630, Indonesia; Zet, L., Postgraduate Program in Development Economics, Faculty of Economics and Business, Gadjah Mada University, Indonesia",Article,Final,Open Access,Scopus,2-s2.0-85091856486
"Resnhaleksmana E., Artama W.T., Wijayanti M.A., Fihiruddin F.",57219243842;6507791305;15137481200;57219247069;,"Molecular genotypes analysis of Cryptosporidium and Hymenolepis in rats on Lombok Island, Indonesia",Kedokteran,2020,International Journal of One Health,6,2,,123,127,,,10.14202/IJOH.2020.123-127,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091853610&doi=10.14202%2fIJOH.2020.123-127&partnerID=40&md5=fdd3ee7d817769cb94d47e9ff2bfe5c2,"Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, Indonesia; Department of Biochemistry, Faculty of Veterinary Medicine and One Health/Ecohealth Resource Center, UniversitasGadjah Mada, Yogyakarta, Indonesia; Department of Parasitology, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, Indonesia; Department of Medical Laboratory Technology, Politeknik Kesehatan Mataram, Indonesia","Resnhaleksmana, E., Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, Indonesia; Artama, W.T., Department of Biochemistry, Faculty of Veterinary Medicine and One Health/Ecohealth Resource Center, UniversitasGadjah Mada, Yogyakarta, Indonesia; Wijayanti, M.A., Department of Parasitology, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, Indonesia; Fihiruddin, F., Department of Medical Laboratory Technology, Politeknik Kesehatan Mataram, Indonesia",Article,Final,Open Access,Scopus,2-s2.0-85091853610
"Yasa N.S., Murwantoko, Isnansetyo A., Handayani N.S.N., Triastutik G., Anshory L.",57211786913;7409691573;6507970139;8278047700;54409353600;57211792430;,"Physiological, biochemical and HSP70 and HSP90 gene expression profiles of tropical abalone Haliotis squamata in response to Vibrio alginolyticus infection",Pertanian,2020,Indonesian Journal of Biotechnology,25,1,,12,20,,,10.22146/ijbiotech.51322,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091834492&doi=10.22146%2fijbiotech.51322&partnerID=40&md5=f44f53b9ede3593fdc9b069c14bb2b5a,"Faculty of Agriculture, Universitas Gadjah Mada, Jl. Flora, Bulaksumur, Yogyakarta, 55281, Indonesia; National Broodstock Centre for Shrimp and Mollusc, Abalone Hatchery Unit, Tigaron, Karangasem, Bali, Indonesia; Department of Genetics, Faculty of Biology, Universitas Gadjah Mada, Jl. Teknika Selatan, Sekip Utara, Bulaksumur, Yogyakarta, 55281, Indonesia","Yasa, N.S., Faculty of Agriculture, Universitas Gadjah Mada, Jl. Flora, Bulaksumur, Yogyakarta, 55281, Indonesia, National Broodstock Centre for Shrimp and Mollusc, Abalone Hatchery Unit, Tigaron, Karangasem, Bali, Indonesia; Murwantoko, Faculty of Agriculture, Universitas Gadjah Mada, Jl. Flora, Bulaksumur, Yogyakarta, 55281, Indonesia; Isnansetyo, A., Faculty of Agriculture, Universitas Gadjah Mada, Jl. Flora, Bulaksumur, Yogyakarta, 55281, Indonesia; Handayani, N.S.N., Department of Genetics, Faculty of Biology, Universitas Gadjah Mada, Jl. Teknika Selatan, Sekip Utara, Bulaksumur, Yogyakarta, 55281, Indonesia; Triastutik, G., National Broodstock Centre for Shrimp and Mollusc, Abalone Hatchery Unit, Tigaron, Karangasem, Bali, Indonesia; Anshory, L., National Broodstock Centre for Shrimp and Mollusc, Abalone Hatchery Unit, Tigaron, Karangasem, Bali, Indonesia",Article,Final,Open Access,Scopus,2-s2.0-85091834492
"Karyantina M., Anggrahini S., Utami T., Rahayu E.S.",57219225941;55875152600;57193703827;6507167383;,"Moderate Halophilic Lactic Acid Bacteria from Jambal roti: A Traditional Fermented Fish of Central Java, Indonesia",Teknologi Pertanian,2020,Journal of Aquatic Food Product Technology,,,,,,,,10.1080/10498850.2020.1827112,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091779385&doi=10.1080%2f10498850.2020.1827112&partnerID=40&md5=3425f016e1f8cbe1fda0a2de81d6232c,"Faculty of Technology and Food Industry, Slamet Riyadi University Surakarta, Surakarta, Indonesia; Department of Food and Agricultural Technology, Faculty of Agricultural Technology, Universitas Gadjah Mada, Yogyakarta, Indonesia; Center For Food And Nutrition Studies, Universitas Gadjah Mada, Yogyakarta, Indonesia","Karyantina, M., Faculty of Technology and Food Industry, Slamet Riyadi University Surakarta, Surakarta, Indonesia, Department of Food and Agricultural Technology, Faculty of Agricultural Technology, Universitas Gadjah Mada, Yogyakarta, Indonesia; Anggrahini, S., Department of Food and Agricultural Technology, Faculty of Agricultural Technology, Universitas Gadjah Mada, Yogyakarta, Indonesia; Utami, T., Department of Food and Agricultural Technology, Faculty of Agricultural Technology, Universitas Gadjah Mada, Yogyakarta, Indonesia, Center For Food And Nutrition Studies, Universitas Gadjah Mada, Yogyakarta, Indonesia; Rahayu, E.S., Department of Food and Agricultural Technology, Faculty of Agricultural Technology, Universitas Gadjah Mada, Yogyakarta, Indonesia, Center For Food And Nutrition Studies, Universitas Gadjah Mada, Yogyakarta, Indonesia",Article,Article in Press,,Scopus,2-s2.0-85091779385
"Nguyen Q.H., Guntoro B., Syahlani S.P., Linh N.T.",57219201000;15759807500;56676367900;57217576179;,Value chain analysis and benefit distribution of pig industry in vietnam,Peternakan,2020,Uncertain Supply Chain Management,8,4,,685,692,,,10.5267/j.uscm.2020.8.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091672176&doi=10.5267%2fj.uscm.2020.8.004&partnerID=40&md5=8f978ddc5d8cccf83c0ba9d438b2aaad,"Department of Livestock Social Economics, Faculty of Animal Science, Universitas Gadjah Mada, Jl. Fauna 3, Bulaksumur, Yogyakarta, 55281, Indonesia; Tra Vinh University, No. 126 Nguyen Thien Thanh Street, Ward 5, Tra Vinh City, Tra Vinh Province, Viet Nam","Nguyen, Q.H., Department of Livestock Social Economics, Faculty of Animal Science, Universitas Gadjah Mada, Jl. Fauna 3, Bulaksumur, Yogyakarta, 55281, Indonesia; Guntoro, B., Department of Livestock Social Economics, Faculty of Animal Science, Universitas Gadjah Mada, Jl. Fauna 3, Bulaksumur, Yogyakarta, 55281, Indonesia; Syahlani, S.P., Department of Livestock Social Economics, Faculty of Animal Science, Universitas Gadjah Mada, Jl. Fauna 3, Bulaksumur, Yogyakarta, 55281, Indonesia; Linh, N.T., Tra Vinh University, No. 126 Nguyen Thien Thanh Street, Ward 5, Tra Vinh City, Tra Vinh Province, Viet Nam",Article,Final,Open Access,Scopus,2-s2.0-85091672176
"Prasetyo P.E., Dzaki F.Z.",57214135550;57219194330;,Institutional performance and new product development value chain for entrepreneurial competitive advantage,Ekonomika dan Bisnis,2020,Uncertain Supply Chain Management,8,4,,753,760,,,10.5267/j.uscm.2020.7.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091665090&doi=10.5267%2fj.uscm.2020.7.004&partnerID=40&md5=9d6960ef2e8630affd8e3b5e6ff9738b,"Faculty of Economics, Universitas Negeri Semarang, Indonesia; Faculty of Economics and Business, Gadjah Mada University Yogyakarta, Indonesia","Prasetyo, P.E., Faculty of Economics, Universitas Negeri Semarang, Indonesia; Dzaki, F.Z., Faculty of Economics and Business, Gadjah Mada University Yogyakarta, Indonesia",Article,Final,Open Access,Scopus,2-s2.0-85091665090
"Olatunde O.O., Tan S.L.D., Benjakul S.",57208980131;57219187012;35588706600;,Ethanolic guava leaf extract with different chlorophyll removal processes: Antioxidant properties and its preventive effect on lipid oxidation in Pacific white shrimp,Teknologi Pertanian,2020,International Journal of Food Science and Technology,,,,,,,,10.1111/ijfs.14788,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091606086&doi=10.1111%2fijfs.14788&partnerID=40&md5=535ab26bf211b5a065227eff1eb53bdd,"International Center of Excellence in Seafood Science and innovation, Faculty of Agro-Industry, Prince of Songkla University, Hat Yai, Songkhla, 90110, Thailand; Department of Food and Agricultural Product Technology, Faculty of Agricultural Technology, Universitas Gadjah Mada, Yogyakarta, 55281, Indonesia","Olatunde, O.O., International Center of Excellence in Seafood Science and innovation, Faculty of Agro-Industry, Prince of Songkla University, Hat Yai, Songkhla, 90110, Thailand; Tan, S.L.D., International Center of Excellence in Seafood Science and innovation, Faculty of Agro-Industry, Prince of Songkla University, Hat Yai, Songkhla, 90110, Thailand, Department of Food and Agricultural Product Technology, Faculty of Agricultural Technology, Universitas Gadjah Mada, Yogyakarta, 55281, Indonesia; Benjakul, S., International Center of Excellence in Seafood Science and innovation, Faculty of Agro-Industry, Prince of Songkla University, Hat Yai, Songkhla, 90110, Thailand",Article,Article in Press,,Scopus,2-s2.0-85091606086
"Sari I.P., Helmi M., Sari D., Kurniawaty J., Meliala A., Trisnantoro L.",57218355815;57218858742;57218857185;57208793866;55628407000;14919935900;,The role of clinical medical students in the scarce of healthcare workers during covid-19 pandemic.,Kedokteran,2020,International Journal of Pharmaceutical Research,12,,,1934,1940,,,10.31838/ijpr/2020.SP1.210,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091576803&doi=10.31838%2fijpr%2f2020.SP1.210&partnerID=40&md5=eb5eec93416a6b1463843922c295bcf4,"Faculty of Medicine, Universitas Tarumanagara, Jakarta, Indonesia; Department of Anesthesiology, Faculty of Medicine, Nursing, and Public Health, Universitas Gadjah Mada, Yogyakarta, Indonesia; Department of Health Policy and Management, Faculty of Medicine, Nursing, and Public Health, Universitas Gadjah Mada, Yogyakarta, Indonesia","Sari, I.P., Faculty of Medicine, Universitas Tarumanagara, Jakarta, Indonesia; Helmi, M., Faculty of Medicine, Universitas Tarumanagara, Jakarta, Indonesia; Sari, D., Department of Anesthesiology, Faculty of Medicine, Nursing, and Public Health, Universitas Gadjah Mada, Yogyakarta, Indonesia; Kurniawaty, J., Department of Anesthesiology, Faculty of Medicine, Nursing, and Public Health, Universitas Gadjah Mada, Yogyakarta, Indonesia; Meliala, A., Department of Health Policy and Management, Faculty of Medicine, Nursing, and Public Health, Universitas Gadjah Mada, Yogyakarta, Indonesia; Trisnantoro, L., Department of Health Policy and Management, Faculty of Medicine, Nursing, and Public Health, Universitas Gadjah Mada, Yogyakarta, Indonesia",Article,Final,,Scopus,2-s2.0-85091576803
"Legiawati L., Bramono K., Indriatmi W., Yunir E., Setiati S., Jusman S.W.A., Purwaningsih E.H., Wibowo H., Danarti R.",57202804484;9843236700;57189888041;36520254800;14325991900;36518792100;57186723500;57217690943;6506332620;,Oral and Topical Centella asiatica in Type 2 Diabetes Mellitus Patients with Dry Skin: A Three-Arm Prospective Randomized Double-Blind Controlled Trial,Kedokteran,2020,Evidence-based Complementary and Alternative Medicine,2020,,7253560,,,,,10.1155/2020/7253560,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091429144&doi=10.1155%2f2020%2f7253560&partnerID=40&md5=0fbf8af1af68aa414e37fddee724974f,"Department of Dermatology and Venereology, Faculty of Medicine, Universitas Indonesia, Jakarta, 10430, Indonesia; Department of Internal Medicine, Faculty of Medicine, Universitas Indonesia, Jakarta, 10430, Indonesia; Department of Biochemistry and Molecular Biology, Faculty of Medicine, Universitas Indonesia, Jakarta, 10430, Indonesia; Department of Medical Pharmacy, Faculty of Medicine, Universitas Indonesia, Jakarta, 10430, Indonesia; Integrated Laboratorium, Faculty of Medicine, Universitas Indonesia, Jakarta, 10430, Indonesia; Department of Dermatology and Venereology, Faculty of Medicine, Public Health, and Nursing, Universitas Gadjah Mada, Yogyakarta, 55281, Indonesia","Legiawati, L., Department of Dermatology and Venereology, Faculty of Medicine, Universitas Indonesia, Jakarta, 10430, Indonesia; Bramono, K., Department of Dermatology and Venereology, Faculty of Medicine, Universitas Indonesia, Jakarta, 10430, Indonesia; Indriatmi, W., Department of Dermatology and Venereology, Faculty of Medicine, Universitas Indonesia, Jakarta, 10430, Indonesia; Yunir, E., Department of Internal Medicine, Faculty of Medicine, Universitas Indonesia, Jakarta, 10430, Indonesia; Setiati, S., Department of Internal Medicine, Faculty of Medicine, Universitas Indonesia, Jakarta, 10430, Indonesia; Jusman, S.W.A., Department of Biochemistry and Molecular Biology, Faculty of Medicine, Universitas Indonesia, Jakarta, 10430, Indonesia; Purwaningsih, E.H., Department of Medical Pharmacy, Faculty of Medicine, Universitas Indonesia, Jakarta, 10430, Indonesia; Wibowo, H., Integrated Laboratorium, Faculty of Medicine, Universitas Indonesia, Jakarta, 10430, Indonesia; Danarti, R., Department of Dermatology and Venereology, Faculty of Medicine, Public Health, and Nursing, Universitas Gadjah Mada, Yogyakarta, 55281, Indonesia",Article,Final,Open Access,Scopus,2-s2.0-85091429144
"Sholeh M., Rochmadi R., Sulistyo H., Budhijanto B.",57202819771;57206276161;11139494300;57207991995;,Nanostructured silica from bagasse ash: the effect of synthesis temperature and pH on its properties,Teknik,2020,Journal of Sol-Gel Science and Technology,,,,,,,,10.1007/s10971-020-05416-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091415739&doi=10.1007%2fs10971-020-05416-7&partnerID=40&md5=327f1c53a61c89a40dc9df1f150df1c0,"Department of Chemical Engineering, Faculty of Engineering, Universitas Gadjah Mada, Yogyakarta, Indonesia; Center for Leather, Rubber and Plastics, Jl. Sokonandi No. 9, Yogyakarta, Indonesia","Sholeh, M., Department of Chemical Engineering, Faculty of Engineering, Universitas Gadjah Mada, Yogyakarta, Indonesia, Center for Leather, Rubber and Plastics, Jl. Sokonandi No. 9, Yogyakarta, Indonesia; Rochmadi, R., Department of Chemical Engineering, Faculty of Engineering, Universitas Gadjah Mada, Yogyakarta, Indonesia; Sulistyo, H., Department of Chemical Engineering, Faculty of Engineering, Universitas Gadjah Mada, Yogyakarta, Indonesia; Budhijanto, B., Department of Chemical Engineering, Faculty of Engineering, Universitas Gadjah Mada, Yogyakarta, Indonesia",Article,Article in Press,,Scopus,2-s2.0-85091415739
